NE Report
Save Time: 06/25/2025 00:01:06
User Name:admin


Total 15051 Records

"NE Name,""NE Type"",""NE IP Address"",""NE MAC Address"",""NE ID"",""Software Version"",""Physical Location"",""Create Time"",""Fiber/Cable Count"",""Running Status"",""Subnet"",""Subnet Path"",""Alias"",""Remarks"",""Patch Version List"",""Customized Column"",""LSR ID"",""Maintenance Status"",""Gateway Type"",""Gateway"",""Optical NE"",""Subrack Type"",""Conference Call"",""Orderwire Phone"",""NE Subtype"""
"B4497-RTN4545011_BULANCAK_HACET,""OptiX RTN 950A"",""10.210.94.9"",""48-46-FB-9E-54-55"","" 17-5011"",""V100R020C10SPC500"",""-"",""11/17/2015 16:08:04"",""6"",""Normal"",""BATLAMA_TT"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Giresun/BATLAMA_TT"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""K7099-RTN4545003_BATLAMA_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"G3287-RTN232470_ALACATI_TT,""OptiX RTN 910"",""10.209.122.3"",""78-1D-BA-55-48-C0"","" 14-470"",""V100R006C10SPC610"",""-"",""03/08/2013 20:04:33"",""1"",""Normal"",""2674-RTN451-CESME"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BATI/2674-CESME/2674-RTN451-CESME"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""2674-RTN232451_CESME"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"F6372-RTN2420216_DIONIS_OTEL,""OptiX RTN 905"",""10.209.18.5"",""50-1D-93-64-AC-4C"","" 15-216"",""V100R023C10SPC200"",""-"",""09/19/2019 14:00:24"",""2"",""Normal"",""SERIK"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/SERIK"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""K4271-RTN2420640_TURKBELENI_2"",""-"",""Subrack Type V"",""-"",""-"",""OptiX RTN 905"""
"K2028-RTN2320228_BUCA_INKILAP_MAHALLESI,""OptiX RTN 910"",""10.209.120.132"",""78-1D-BA-30-B1-C0"","" 14-228"",""V100R006C10SPC610"",""-"",""08/26/2013 09:16:42"",""1"",""Normal"",""T-T040121-RTN890-TOROS_ATLAMA"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_BORNOVA/T-T040121-RTN890-TOROS_ATLAMA"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""T-T040121-RTN2324061_TOROS_ATLAMA_KASA 3"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"5999-RTN3620238_SAMSUN_TT,""OptiX RTN 380"",""10.210.110.112"",""-"","" 17-238"",""V100R007C00SPC200"",""-"",""11/17/2015 17:13:37"",""1"",""Normal"",""RONESANS_HUB"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Samsun/RONESANS_HUB"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""5989-RTN3620001_CANIK_TT"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 380"""
"D3281-RTN2420328_KEMER_YENIMAHALLE_VRD,""OptiX RTN 950A"",""10.209.16.131"",""28-B4-48-F5-BD-C5"","" 15-328"",""V100R023C10SPC200"",""-"",""06/12/2019 14:15:33"",""9"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""D3281-RTN2420753_KEMER_YENIMAHALLE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"K2004-RTN232724_GULTEPE_ISMETPASA,""OptiX RTN 910"",""10.209.129.2"",""00-25-9E-B3-9A-A6"","" 14-724"",""V100R006C10SPC610"",""-"",""08/26/2013 12:46:06"",""1"",""Normal"",""B2378-RTN232708-YENISEHIR_SSK"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KONAK/B2378-RTN232708-YENISEHIR_SSK"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""B2378-RTN2320708_YENISEHIR_SSK"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"T-CUS1487-RTN2420331_CUSTOMER_PALMIYE_CLUB_MED,""OptiX RTN 950A"",""10.209.16.132"",""9C-71-3A-AC-52-6B"","" 15-331"",""V100R023C10SPC200"",""-"",""06/12/2019 14:16:14"",""2"",""Normal"",""ANTALYA"",""ROOT/RTN_SUBNET/VDF_NET/VDF_NET_AKDENIZ(ANTALYA)/ANTALYA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""D3281-RTN2420753_KEMER_YENIMAHALLE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"3787-RTN2483102_KOCAS_TRT,""OptiX RTN 950A"",""10.174.156.54"",""48-46-FB-A0-C5-98"","" 15-3102"",""V100R020C10SPC500"",""-"",""07/06/2012 17:31:44"",""0"",""Offline"",""AKDENIZ_DM_TAKIP"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/AKDENIZ_DM_TAKIP"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""B3256-RTN2421326_ASPENDOS_ISTIKBAL"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950A"""
"6258-RTN3567939_ISIL_KONFEKSIYON,""OptiX RTN 910"",""10.210.118.63"",""78-1D-BA-55-48-93"","" 17-7939"",""V100R006C10SPC610"",""-"",""07/31/2012 03:12:18"",""1"",""Normal"",""Tokat_BSC"",""ROOT/RTN_SUBNET/DOGU KARADENIZ(SAMSUN)/Tokat/Tokat_BSC"",""-"",""-"",""SPH611"",""-"",""-"",""active"",""Non-gateway"",""Y6439-RTN3567877_TOKAT_DEDEMAN"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 910"""
"B3790-RTN2421337_BELDIBI_RIXOS,""OptiX RTN 950"",""10.209.16.133"",""1C-20-DB-C4-42-F9"","" 15-1337"",""V100R023C10SPC200"",""-"",""08/15/2023 19:53:18"",""5"",""Normal"",""KEMER"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/ANTALYA/KEMER"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""D3281-RTN2420753_KEMER_YENIMAHALLE"",""-"",""Subrack Type II"",""-"",""-"",""OptiX RTN 950"""
"M2080-RTN2241992_NOSAB_UCGE,""OptiX RTN 905"",""10.209.49.167"",""70-2F-35-02-D9-D1"","" 13-1992"",""V100R023C10SPC200"",""-"",""05/08/2023 16:38:47"",""2"",""Normal"",""BUYUK SANAYI"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BURSA/BUYUK SANAYI"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""3961-RTN224936_BUYUKSANAYI"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"5318-RTN3322431_TASKENT,""OptiX RTN 905"",""10.209.8.3"",""A4-DC-BE-08-35-E6"","" 15-2431"",""V100R020C10SPC500"",""-"",""09/19/2019 16:12:24"",""1"",""Normal"",""ALIBEYHUYUGU"",""ROOT/RTN_SUBNET/AKDENIZ(ANTALYA)/KONYA/ALIBEYHUYUGU"",""-"",""-"",""SPH504"",""-"",""-"",""active"",""Non-gateway"",""5330-RTN3322005_ALIBEYHUYUGU"",""-"",""Subrack Type I"",""-"",""-"",""OptiX RTN 905"""
"A2585-RTN2320728_EGE_PALAS,""OptiX RTN 980"",""10.174.215.169"",""3C-54-47-D7-F6-10"","" 14-728"",""V100R023C10SPC200"",""-"",""09/27/2024 02:08:56"",""6"",""Normal"",""A2585-RTN728-EGE_PALAS"",""ROOT/RTN_SUBNET/EGE(IZMIR)/IZMIR/IZMIR_KONAK/A2585-RTN728-EGE_PALAS"",""-"",""-"",""-"",""-"",""-"",""active"",""Gateway"",""A2585-RTN2320728_EGE_PALAS"",""-"",""Subrack"",""-"",""-"",""OptiX RTN 980"""
"T-CUS3881-RTN23627700_CUSTOMER_YG1_MAKINE,""OptiX RTN 905"",""10.174.138.240"",""70-2F-35-03-AF-8C"","" 14-27700"",""V100R023C10SPC200"",""-"",""06/22/2021 18:28:36"",""1"",""Normal"",""MANISA _YENIKOY"",""ROOT/RTN_SUBNET/EGE(IZMIR)/MANISA/MANISA _YENIKOY"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""A5445-RTN2362538_MANISA_STAD"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
"E300-RTN2662429_EDREMIT_5,""OptiX RTN 905"",""10.209.35.4"",""70-2F-35-0B-08-43"","" 13-2429"",""V100R023C10SPC200"",""-"",""06/22/2021 18:56:34"",""3"",""Normal"",""Y6288-RTN2661280_EDREMIT_ORTAKOVA"",""ROOT/RTN_SUBNET/GUNEY MARMARA(BURSA)/BALIKESİR/EDREMIT/Y6288-RTN2661280_EDREMIT_ORTAKOVA"",""-"",""-"",""-"",""-"",""-"",""active"",""Non-gateway"",""Y6288-RTN2661280_EDREMIT_ORTAKOVA"",""-"",""Subrack Type II(2F)"",""-"",""-"",""OptiX RTN 905"""
